Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__MIA3	8.5583	7.0307	5.7462	6.6868	6.9948	6.1601	6.3152	6.6262	6.5807	6.7333	8.5191	5.4987	6.7627	6.0677	6.8187	6.4036	6.806	7.2635	5.626	6.2241	5.5335	6.1307	6.4659	7.0895	7.345	6.1186	6.5842	7.8544	6.5877	6.1163	6.5766	6.9348	6.4153	7.6795	7.447	7.0044	6.6358	6.854	7.8763	6.9599
EA_G__S100A2	4.9938	4.9619	5.4168	4.3304	4.8145	6.0816	4.8565	9.6017	5.8766	6.2329	4.4923	4.5089	4.6254	9.9432	7.9132	5.0789	9.6456	6.3764	7.9301	5.4236	4.7519	4.6769	4.421	6.233	5.0704	5.8	4.2069	4.6835	5.3593	4.8616	7.3285	8.6077	6.9381	4.8188	5.1131	5.1742	4.6866	4.7369	4.5623	4.7572
EA_G__ACN9	5.663	7.7457	7.1364	2.2474	6.4061	7.3112	2.7477	7.1126	7.5669	8.0424	2.5176	7.5615	6.6273	6.5053	7.5679	2.2849	8.2112	7.1776	6.3609	7.4386	2.5402	2.3462	2.429	7.0306	6.2283	7.6458	6.8231	4.2824	5.423	7.6019	7.7805	7.3034	7.8799	7.6985	6.6824	8.9937	3.1105	6.3996	2.2698	3.0759
EA_G__CYBA	8.6625	7.7799	6.6622	8.3706	9.8861	6.4721	9.4842	6.0497	9.8984	9.7419	9.5066	7.7059	9.6825	9.1328	10.0917	9.4314	5.8755	9.5932	6.2478	5.9861	10.2372	9.9769	8.6067	8.5606	8.9937	9.0457	5.9595	6.8741	9.5533	8.482	6.6512	10.1354	8.1075	6.3268	6.655	7.0429	6.4701	8.2417	9.8042	9.5474
EA_G__GYG2	7.8871	7.1576	5.0908	6.2027	6.4853	5.2693	5.7758	5.0278	5.4435	5.294	6.8818	5.6047	7.0613	5.6904	6.3938	6.7178	4.9633	6.8701	5.4592	4.9197	6.1102	6.7559	5.4648	8.9014	7.8392	5.5224	7.9013	5.0136	6.0633	5.6047	5.4549	5.4488	5.136	5.1981	6.3422	5.6961	5.9374	7.7537	7.8063	7.0443
EA_G__PI3	5.4935	6.6341	5.5867	5.3966	5.2772	5.1281	5.0132	6.5067	4.9895	6.0351	4.9141	4.8174	8.0854	5.7644	11.5247	8.489	7.0306	6.082	9.9852	4.8608	5.2333	4.4701	4.5927	8.0319	5.2665	4.7272	4.8564	4.4285	5.6206	6.432	5.1154	11.3513	4.5478	6.2481	7.7031	5.301	4.9799	4.4726	4.8049	4.6511
EA_G__UCHL1	6.4525	5.7946	4.931	5.3146	6.3368	9.9801	5.0259	6.5753	10.4462	10.1736	6.9799	4.8118	8.9111	10.7585	8.1848	5.8865	4.7882	10.5443	8.079	4.6751	5.0645	5.2248	5.4795	7.8491	5.0463	4.9923	4.9464	6.5207	6.0308	5.5858	5.0615	5.8771	5.3554	5.4628	7.5819	5.1078	6.2853	5.9129	4.8978	4.7617
EA_G__MPP2	6.1691	6.2134	6.0063	5.3463	8.2711	6.776	6.3588	6.5849	5.6217	6.5627	4.9561	8.105	6.8007	6.2796	6.0538	5.5303	5.8452	7.423	6.4743	6.5471	6.62	6.5894	8.2721	6.6649	6.0583	6.5197	5.5904	5.3955	6.0175	5.7428	5.9556	5.4923	5.7716	5.8514	5.6234	7.7935	6.9553	7.2392	5.8677	6.9831
EA_G__TGFB2	8.6086	7.8164	4.0695	3.7069	9.2193	8.588	6.9572	10.7977	7.555	9.4652	4.3705	3.9796	5.5356	6.4676	8.377	9.3163	9.5593	10.3503	8.9543	9.47	6.2555	6.1774	3.7395	10.108	7.0037	10.0626	5.2703	6.8137	4.9299	7.8379	7.1376	11.2373	8.4518	5.0337	9.4033	6.8578	6.7752	5.3196	4.1757	4.3058
EA_G__ALOX15	5.6846	5.5017	7.8356	5.2048	7.0995	5.0413	7.3458	5.794	6.049	5.0225	5.2275	6.833	5.1828	5.82	5.3026	7.2879	5.1568	4.9275	5.9771	5.0502	7.3987	7.7875	5.4194	4.8775	5.7052	5.1627	5.8205	4.748	7.5522	5.7924	4.8617	5.3688	4.8747	6.7162	6.6032	5.4903	6.5594	5.2819	5.5756	6.2052
EA_G__CYBRD1	8.8064	4.3372	7.0609	4.9547	4.0631	7.6114	4.3254	5.7306	5.583	4.58	8.7916	5.217	5.8898	6.3778	6.5731	4.6864	4.8483	7.1127	7.7659	7.2027	4.3843	4.8649	5.7059	7.9563	6.9987	7.6871	6.5278	6.7933	7.5195	4.923	8.6932	9.2077	7.1187	8.8201	7.9739	5.2229	7.3353	6.3207	5.6993	4.4819
EA_G__HSD17B1	6.8648	6.1767	10.2182	6.6528	7.1656	6.3509	6.9166	6.3769	6.191	5.998	8.3289	8.4302	6.6546	6.5512	6.0547	8.9288	6.5383	6.5624	6.1392	6.4509	6.8158	6.6654	6.2387	6.2816	8.226	6.295	7.1552	6.637	6.7763	7.1995	7.0966	6.2754	7.0723	6.0497	6.2168	7.9879	8.6434	9.263	6.549	6.2183
EA_G__TBC1D2	9.2376	7.7515	8.2597	6.9082	7.0838	8.3025	6.9648	9.3809	5.8309	6.9009	7.5223	6.8364	6.3296	8.9686	9.385	6.9966	8.3051	7.0549	6.7734	7.2753	7.0387	7.1429	6.7825	7.3263	7.583	7.2943	6.9501	7.7684	7.1429	8.2747	7.7864	8.2385	8.2072	7.9272	6.4277	7.9677	7.4045	6.4661	7.4552	6.7711
EA_G__DHRS2	4.826	12.6045	11.3429	10.9225	6.4126	4.7951	4.9841	5.0026	4.1419	5.2133	9.4922	7.8911	4.6987	5.8971	6.6305	6.6271	7.6348	4.3533	4.9997	9.4494	9.5675	9.8142	5.6673	4.3182	9.6429	5.2669	11.2132	5.0481	5.6525	12.2474	4.5827	5.307	5.0884	5.0364	5.5179	5.5243	4.9878	5.1772	8.1213	5.7559
EA_G__MAP1B	4.0691	4.1506	5.5635	4.4828	4.4376	7.3859	4.0451	7.1683	6.6007	8.4876	3.7581	4.3324	4.8655	5.0727	5.2252	4.0538	6.0101	7.7143	6.2577	8.7705	4.4155	5.0935	5.1036	7.836	4.0668	7.159	4.158	5.8074	4.7968	4.2089	8.0577	4.7129	8.5112	8.6027	6.5307	4.2357	4.0326	4.3419	4.0378	4.0619
EA_G__EEF1A2	8.724	10.195	10.7909	10.1908	10.7744	7.0377	10.2507	7.8491	6.0991	6.8516	8.2655	9.0378	6.769	8.7147	8.2178	6.3966	6.868	8.5526	7.5921	8.032	10.8297	10.7881	9.8957	9.2038	9.8723	8.1047	10.1051	7.9425	9.8692	7.5646	6.6486	9.7901	7.7531	8.5854	9.8363	7.4054	10.1629	9.1895	11.0605	11.6464
EA_G__PLA2G10	8.5249	7.4097	5.9502	6.2138	6.5712	5.9734	6.4801	5.8603	6.1584	7.2084	6.4113	7.186	6.003	7.7286	6.572	7.2149	6.2563	5.4353	7.149	5.9167	7.1404	6.5337	6.9787	5.2459	8.2977	5.5339	7.2334	10.1074	6.4499	7.7312	6.1785	6.1912	5.9954	6.0704	5.9926	5.8723	6.6205	7.9511	6.6977	6.1379
EA_G__HIPK1	8.4251	8.0318	9.4704	7.7963	7.7928	7.5714	9.4185	7.9095	6.5565	7.5522	7.8405	8.257	7.6931	7.3006	8.5449	7.7887	8.2062	8.7902	8.2608	8.126	10.3116	10.1289	8.5642	7.6644	7.4828	8.7892	8.2611	8.6395	7.5971	8.1063	7.9093	7.6015	7.7333	7.9905	8.1498	8.2838	7.8659	9.9512	8.09	7.9533
EA_G__ALDH1L2	3.8704	4.6506	4.6715	3.8029	4.0778	8.2493	3.8382	6.0497	8.1465	8.2078	4.1275	3.7704	7.1758	6.5789	5.668	4.624	6.2321	7.7076	8.421	7.2761	3.9378	4.2675	4.6066	7.2696	4.0337	3.8061	3.6811	3.6515	4.2305	6.1047	8.7186	5.4012	4.4385	5.1538	4.2922	4.5222	6.1109	4.577	3.9143	3.8966
EA_G__MAPT	5.7018	5.1448	5.1469	6.9443	9.1397	5.1979	8.0624	5.4416	6.2766	5.0627	4.9614	9.0827	5.6293	5.3387	5.1081	5.7802	6.5011	5.2449	5.3896	5.4343	7.0464	7.1596	8.4538	5.1361	6.1992	5.4871	5.6839	6.2724	6.3443	5.4325	5.4093	5.6854	5.1477	5.3825	6.9415	5.8018	5.8948	7.4277	7.6494	7.3209
EA_G__UPP1	5.4549	6.1015	7.1467	5.448	5.1849	6.6737	5.1357	6.9823	5.3696	6.6838	4.889	5.2305	5.3407	7.4135	7.397	5.3149	6.9028	6.8339	6.2895	6.4335	5.6169	5.127	5.3567	6.8378	5.5727	6.9034	4.8709	5.1442	5.3505	5.686	7.1274	6.5287	6.8426	5.5523	7.256	5.5613	5.6237	5.6119	5.0034	5.0762
EA_G__HLA-A	7.8707	7.4634	7.8511	7.2796	8.8216	8.4211	8.2799	8.468	10.3086	9.2133	8.2409	8.9294	9.8653	9.7514	9.9892	6.5646	8.5607	10.2489	10.7024	9.2783	7.8209	7.9741	9.352	10.8299	8.2563	8.8588	8.9153	10.3791	7.6804	7.4263	8.6851	8.627	9.5834	9.2171	10.4923	7.9114	8.5648	8.6208	6.6451	6.7586
EA_G__MCAM	5.2407	5.7795	5.3307	5.1883	5.2259	5.6003	5.1722	9.3743	7.982	7.1729	5.052	4.9842	9.6692	7.1972	5.6044	6.1156	8.2544	7.2642	6.6063	6.1967	5.3892	5.3243	5.0364	10.2004	5.3038	7.8638	5.0728	5.3592	5.9372	5.5648	6.5817	8.8252	6.4371	5.4652	6.1593	5.5898	5.4962	5.4539	5.5286	5.1903
EA_G__NNMT	8.175	4.8089	6.7152	3.8271	4.1496	8.2242	3.6997	3.8335	3.9479	6.2424	3.9401	3.567	3.7123	3.8429	5.4458	4.5212	4.3755	6.0984	6.0797	6.0012	4.1344	4.306	4.0165	7.3124	4.1152	3.8669	3.1296	4.1849	4.4702	4.3726	7.4463	8.63	7.9916	3.8228	5.2255	5.2161	4.3412	4.1349	4.3434	3.8635
EA_G__PNPO	8.7882	8.1562	8.3341	8.2753	8.9159	7.7222	9.2247	10.6234	7.8616	7.9387	11.3371	8.8667	8.2731	8.2194	8.6054	8.3666	5.1365	8.9765	8.508	8.3284	9.3787	9.8038	8.6813	7.5153	8.7336	8.4429	9.8215	8.2369	9.3371	8.0346	8.2333	8.4208	8.7819	7.4562	8.8604	9.2944	9.1859	8.9543	9.8133	10.073
EA_G__ESR1	7.8103	5.949	6.0559	7.1801	8.5941	5.6039	8.4071	5.601	5.7796	5.8403	7.5436	9.7789	5.8332	6.1272	6.5118	6.2441	5.6586	5.4846	6.0553	5.6479	8.4338	8.7397	9.4422	5.3713	6.9678	5.413	8.6907	8.0188	6.1198	5.8501	5.7046	5.9209	5.8721	5.7063	6.0028	7.9154	8.6844	8.1235	6.081	8.4263
EA_G__FSTL1	6.3208	6.1624	6.202	7.111	6.4291	11.8037	4.1138	4.7382	6.2309	9.2198	4.3438	6.6183	6.5907	7.6625	10.1327	8.2704	9.5531	9.8665	8.6378	11.1061	4.3358	4.4994	4.4241	11.153	6.2928	8.265	4.5749	4.7229	4.7707	6.2699	8.5073	9.2021	9.4467	3.6254	6.7816	5.1479	7.162	4.0235	4.5517	4.4062
EA_G__PLAT	4.8795	5.2508	5.3138	5.6481	6.099	5.4087	4.9178	7.7348	5.2681	5.081	4.9812	4.9954	5.1825	8.0439	5.7616	5.2285	6.5808	7.0983	5.8378	9.719	5.3008	5.2594	5.2905	8.1452	5.0758	8.0401	5.079	4.8066	6.0343	5.4405	7.2002	8.3147	9.0046	5.3745	5.346	5.6399	5.2868	7.4639	5.262	5.2243
EA_G__ERRFI1	8.1341	7.5702	8.7043	6.603	7.3203	8.6141	6.7365	7.8389	9.4325	7.4122	6.6906	7.5325	7.394	7.2591	8.2775	6.9059	7.3531	7.017	7.3158	8.0267	6.6888	6.1651	7.6397	5.1415	6.9321	8.6333	6.2681	6.6757	6.8775	6.909	8.4482	9.4221	8.6958	8.3408	8.7294	7.8365	6.4471	6.9978	5.8399	6.0896
EA_G__ST6GAL1	7.1627	7.7394	5.4994	6.0727	5.7592	4.9826	5.8866	5.2929	4.8651	4.3675	7.1704	4.4732	6.6134	4.3999	5.6027	6.3251	5.7577	4.7896	6.3255	4.7526	5.2073	4.6559	4.3331	4.6197	6.3901	4.8325	5.7496	8.8885	5.4107	6.5704	5.1495	6.8937	4.9485	5.7285	7.4109	6.9642	6.9889	6.987	7.0116	5.2249
EA_G__CALD1	4.9976	5.3745	6.4921	4.0059	4.5323	6.9477	4.1231	6.8428	7.5601	8.1298	3.9074	4.2596	6.0823	5.2906	6.3946	5.3524	7.4511	7.9533	6.2922	9.3633	4.4971	4.3691	4.3982	9.1755	5.9927	6.51	5.4997	4.7735	4.7727	5.7915	6.303	6.8236	7.1648	6.5636	6.1459	5.5227	4.6722	4.2721	4.3237	4.2804
EA_G__C9orf150	6.3988	7.1869	6.5076	7.0707	10.7652	8.6927	9.877	7.1481	7.4135	7.6684	8.5063	8.2506	5.0014	5.7357	6.51	8.0107	6.6126	6.4634	9.9622	6.4075	7.596	7.9432	9.3978	7.9167	8.0685	5.8597	8.115	9.0118	6.6495	6.7351	7.0564	6.7245	7.6222	6.9489	8.5812	7.2989	10.3317	7.9699	7.1346	6.9196
EA_G__GUCY1A3	4.5009	6.0531	4.9695	8.4516	5.9182	5.2069	3.9292	8.6645	9.9189	6.4862	9.1825	4.1816	5.499	6.6166	5.7355	5.6982	4.5786	6.7644	10.116	4.5044	4.6991	5.7095	4.4116	9.4398	9.3403	4.1571	8.6149	6.2556	8.6845	4.532	5.0525	6.3449	4.4938	8.1693	7.6123	4.6695	4.3123	4.3976	7.4114	6.5141
EA_G__PLEKHC1	6.508	7.6212	6.2125	6.5678	8.1282	10.1065	6.5099	8.6203	6.7251	9.1988	6.9412	7.494	6.2784	5.351	7.8608	7.8623	9.0216	9.8995	7.9162	9.7294	8.2504	7.2733	6.3482	9.1124	6.7528	9.3856	6.827	5.8237	6.9659	7.9629	9.0052	10.0159	9.4771	8.1901	7.8979	6.5226	7.7571	8.2164	5.8175	7.603
EA_G__STK17A	5.9146	6.3042	7.6759	6.7496	6.2505	6.8388	6.5173	7.0289	6.6728	8.0695	6.6336	6.8904	5.9002	8.2019	7.6215	5.6394	7.3603	7.5898	8.0327	7.2169	6.4256	5.9265	5.4037	8.0381	6.2079	7.6587	7.2486	5.5554	6.1393	6.0406	8.8014	8.1987	7.3813	5.9857	8.9739	6.1883	6.8924	6.6018	6.6526	6.332
EA_G__LOC124220	8.934	7.4736	6.5045	8.0215	8.0349	5.4055	8.8675	5.9469	5.7857	5.9124	7.9883	7.6471	5.8141	6.6156	6.0411	7.8574	5.7468	5.5707	7.5995	6.7221	8.0322	7.9345	8.4762	5.7493	7.8782	7.1355	9.1801	8.6759	7.6816	7.9156	6.0924	6.2257	6.4568	6.7771	7.0487	8.2349	8.0054	8.3906	7.3629	7.7702
EA_G__PPM1D	7.1961	6.4047	6.8097	8.8326	7.4205	6.6706	7.3209	6.9889	7.2826	6.6967	7.2676	8.1753	7.3076	6.7708	6.9153	7.1345	7.1903	7.5078	6.8495	7.0824	9.9465	10.2646	7.4232	7.4433	7.2434	7.386	8.7455	6.7745	7.5111	6.4364	7.3234	6.8069	7.3224	7.2489	6.6012	7.2373	7.7021	7.4789	7.6803	7.5994
EA_G__APOL6	6.746	5.8515	7.0023	3.9178	4.4778	6.5102	4.1502	6.6456	7.3032	6.392	4.4163	4.5239	7.0243	5.9254	7.3936	6.3608	5.1484	6.5327	8.7211	6.4086	4.6596	4.1977	5.0472	7.0424	5.3689	6.3436	4.2165	7.3372	4.81	6.0351	4.9995	5.9265	6.0161	6.6903	8.6586	5.8541	4.7923	4.605	4.0734	3.9093
EA_G__PTBP2	6.4415	7.2314	6.3823	6.6012	6.7424	7.4693	7.969	6.7197	7.4457	7.0102	6.2017	6.8719	7.038	6.114	7.7229	6.1892	7.3498	7.7541	7.0678	7.4414	5.4425	6.7625	6.7048	7.2886	5.1418	8.2313	6.6261	6.8417	5.6934	6.5126	6.8487	6.6015	7.5655	6.5175	6.427	6.4271	6.3348	6.1613	5.6732	6.3614
EA_G__AKR1C2	5.5514	6.5139	7.0241	3.7745	4.2156	5.3748	3.603	5.3031	9.7278	8.9379	4.5177	4.0514	3.9807	7.9473	6.4415	4.7043	7.7951	5.8854	7.1098	4.6004	5.4571	5.7248	4.1	4.2198	6.2272	3.9389	4.2995	7.853	4.0772	4.7216	5.2509	6.8252	5.6429	6.7441	8.8011	4.9808	4.2148	3.6287	4.5024	5.7839
EA_G__LEPREL1	5.7216	5.3689	8.7317	4.9851	4.4724	10.3012	4.557	8.9252	6.2886	8.0287	4.8272	4.6886	7.0575	7.3377	10.557	4.9267	6.6553	7.275	10.0194	7.8041	5.1104	5.2716	4.6323	7.7667	5.025	8.5047	4.5016	8.1409	5.3213	5.515	5.8187	7.5245	8.0967	4.9053	5.1145	5.3778	5.2092	5.118	4.9238	4.7824
EA_G__ANPEP	6.8343	5.9528	5.3783	5.4461	5.4878	11.5006	5.3386	5.215	7.8921	6.1665	5.1413	5.3679	5.2457	5.8735	9.4036	5.5417	5.4591	8.0727	6.9193	9.248	5.723	5.6553	5.3523	9.2404	5.4979	5.2504	5.238	5.586	5.9814	6.0553	12.6822	11.1296	11.0415	5.504	5.3809	5.5284	5.6926	6.1733	5.347	5.2839
EA_G__SLC16A14	8.027	5.154	7.2259	9.4226	7.5525	4.7617	9.2456	6.9964	7.124	7.7154	7.6445	7.9787	6.0737	7.1437	6.7561	8.8237	7.5912	7.3306	7.1073	4.5964	7.4319	7.513	8.762	4.7248	8.6295	5.7839	9.7294	7.7908	8.0978	5.2884	5.1813	5.5497	5.0783	8.0577	8.3088	8.4916	7.4261	7.4162	8.8439	7.3206
EA_G__UCP2	10.2363	10.285	8.2709	11.4812	10.2832	9.2588	8.3161	9.0922	5.1597	5.635	8.7629	10.0147	8.4267	7.8566	5.8229	9.058	6.9909	9.0221	9.2994	4.0908	9.4679	10.1566	11.764	7.163	10.8198	8.852	10.0792	8.5645	9.8026	10.5439	6.8558	5.8204	5.2237	8.8212	8.3847	9.2589	9.7636	9.1878	9.807	9.3827
EA_G__LLGL2	9.3921	8.6915	7.7394	9.2172	8.9636	6.2317	8.8119	8.2638	8.0503	6.7246	8.8674	9.3444	7.2747	7.7949	7.7966	8.3801	7.9179	6.2965	8.1822	6.0368	9.5561	9.9449	8.5159	6.5672	8.6457	6.5173	10.4167	8.8447	9.2616	9.2767	6.1906	7.5902	6.2778	8.6172	8.4538	8.1435	8.5877	8.313	9.276	9.4724
EA_G__MT1X	6.9139	7.5373	8.8387	6.7582	6.5118	7.3728	8.6301	8.181	7.6868	7.5849	6.9154	8.2892	7.3949	7.5713	8.6507	7.7844	8.4645	8.4732	9.4955	8.5996	7.2428	7.501	7.0176	8.1222	6.8468	8.6105	6.9696	9.2047	7.2895	8.1859	9.2261	9.4135	9.6321	7.7182	9.6859	9.093	6.1584	6.9249	7.3598	6.2165
EA_G__RHOB	9.2793	9.3585	7.394	9.8896	9.3985	7.6395	10.3938	7.6986	6.9264	7.1127	10.2289	10.0866	7.0769	7.524	6.9368	8.7278	7.261	6.7834	7.1452	8.2823	9.565	9.2465	9.8531	8.3788	9.4573	7.5833	10.0124	8.9442	9.8377	10.0424	7.0709	7.9873	8.8352	8.6291	8.0375	9.0331	8.5103	9.1206	9.1928	9.4859
EA_G__BDKRB1	6.009	7.3093	4.5393	6.4928	5.7881	9.3136	4.6358	4.445	4.1136	4.6262	7.4737	4.6699	3.7861	5.9742	8.2865	5.3733	5.8217	5.0744	4.5043	8.606	6.2149	4.8423	5.5452	5.4271	7.7021	4.5375	3.6303	4.1342	4.7633	6.3986	5.9832	6.8341	8.1395	4.8873	5.6941	5.4952	4.6948	4.5476	3.9648	4.6789
EA_G__INTS2	7.2151	6.7012	6.7113	7.2601	7.4253	6.4691	7.3178	7.4116	6.4775	7.149	7.3245	8.1638	7.1226	7.5024	6.9457	6.5345	7.4087	7.8691	6.0655	7.1747	8.414	8.9319	6.9755	7.7431	6.6139	7.7411	8.5325	6.2997	7.3884	6.2112	7.546	7.0627	7.3497	7.3037	6.3364	7.8161	7.6856	7.5579	7.8745	7.6142
EA_G__SPATA20	8.607	8.2653	8.4576	9.8882	9.1813	8.1514	8.139	8.3121	6.1306	8.2299	8.5791	8.2522	8.7598	7.2456	7.3484	6.5447	7.6949	8.2231	6.7962	8.138	8.7451	9.2789	7.7178	8.0638	8.4625	8.5716	8.8268	8.9717	8.4922	7.7205	7.4663	7.7456	7.3248	7.3058	6.6333	7.8187	8.4599	8.4633	8.1349	8.717
EA_G__PREX1	7.9747	10.1507	6.3622	9.9138	10.6924	5.4353	7.9321	6.5773	5.3663	7.5136	7.7622	8.9501	7.3264	7.5541	6.2879	8.8888	5.6941	6.1752	5.4909	7.4025	11.1024	10.0746	8.4321	7.209	8.8094	5.6266	9.2822	8.1605	6.6959	10.2442	5.5217	5.7424	8.1249	6.3237	6.4448	8.9225	9.8773	8.7623	7.3444	7.4778
EA_G__MLLT6	8.5446	7.5689	7.9745	10.2659	8.1938	7.2075	7.8921	7.3103	7.924	7.3901	6.9293	7.4125	7.6523	7.1562	7.5017	7.9772	7.9221	7.1573	7.9475	7.3379	7.5901	7.3045	7.6289	6.8315	7.8394	7.544	8.5385	7.1777	8.2068	8.0174	7.181	7.6071	7.4195	7.375	7.3583	7.2287	7.7259	8.7446	7.8067	7.7721
EA_G__CCNE1	7.6535	7.8418	8.0914	7.0969	7.2369	7.4634	7.6882	8.339	8.7289	7.419	6.7812	7.5335	11.2562	9.7392	7.4122	7.6396	8.5594	7.8077	7.3077	7.6216	7.3331	7.1323	6.8991	10.4788	7.8367	7.5348	7.1922	6.9594	7.2704	8.2914	7.809	6.8693	6.9504	5.1363	6.311	6.1008	7.1561	7.3417	7.2865	7.692
EA_G__SLC39A8	7.5069	5.2339	7.9614	7.0481	5.9744	7.7922	5.9074	7.5774	5.9204	7.8345	8.7128	6.1333	7.0918	7.38	7.9149	7.5713	8.1024	6.6158	9.0195	7.128	7.881	7.1336	4.6784	7.0412	7.0472	8.3751	8.6047	7.8042	7.489	5.4089	7.1187	10.3383	8.1133	8.1534	8.8371	7.8607	8.4558	7.6448	8.2974	7.7944
EA_G__MT1JP	6.7292	6.6321	8.2896	6.2727	6.3985	6.9116	6.6686	6.6193	5.8113	6.6685	6.5757	6.7785	5.8586	7.179	7.6138	6.3952	7.5047	6.5983	7.2695	7.4192	6.4199	6.6983	5.8912	6.5937	6.2681	8.0383	6.3704	7.7117	6.9775	7.1574	8.626	8.2754	8.4374	6.9914	7.577	8.0625	5.7723	6.1877	6.591	5.6863
EA_G__RBP1	4.8403	5.9552	5.457	6.6656	6.0731	5.2736	5.9034	9.2259	7.7798	5.7334	5.6325	8.3341	5.4096	6.5517	8.8984	5.797	6.2743	7.3786	7.6065	5.3195	5.4454	6.0751	10.828	7.1653	6.181	5.6685	5.5169	8.7108	5.8746	5.5847	5.6237	8.4724	5.6264	5.294	10.3371	5.7197	5.646	7.4831	5.5608	5.3198
EA_G__CDYL2	7.3631	7.0718	8.1386	8.2646	8.9194	5.849	8.0675	5.272	5.5548	5.3771	8.4468	8.5447	5.8033	5.7483	5.7744	8.1388	5.639	5.5573	5.97	6.2366	8.7179	8.367	8.0456	5.4427	8.2305	6.9612	8.487	8.1416	7.5519	7.1617	5.9508	5.5106	6.3854	8.3072	6.9069	7.6963	7.086	7.575	7.7872	6.4997
EA_G__TNC	6.8419	4.5317	8.0622	7.9377	5.5042	6.5045	4.5282	10.3359	11.7961	10.5952	4.4803	4.2461	6.7117	5.6666	6.5706	6.9443	8.7277	10.3709	9.8215	9.1583	4.8052	4.8852	9.5513	10.3004	5.5014	6.8871	5.9621	9.4908	9.8865	4.591	9.3078	7.1626	9.313	6.8903	6.6164	9.3018	4.8565	4.7517	4.5568	4.34
EA_G__TMEPAI	9.0313	7.6306	9.859	9.54	8.6064	6.2846	7.0365	9.0017	5.6839	8.1741	8.9912	5.7617	5.8511	7.0375	8.3055	7.3319	9.8654	7.7737	7.5938	7.1114	7.2926	7.102	7.431	8.911	8.2193	5.7113	7.5478	8.244	8.6251	9.7532	8.1357	8.1942	6.3423	8.011	8.9255	7.8324	7.4014	8.2315	7.8687	6.9058
EA_G__KLK5	8.8612	5.7268	10.7442	6.0015	6.5371	5.7592	5.6518	9.3419	10.3177	5.8366	5.3934	5.4802	5.8684	9.1285	11.5373	7.6912	9.4852	5.6833	10.4309	5.7396	6.3454	5.8009	5.6215	5.6034	6.2514	5.7069	5.5741	7.0938	6.284	5.6274	6.8851	5.9581	5.7464	5.8626	11.8009	9.7617	5.9085	7.268	6.058	5.8419
EA_G__TMPRSS3	9.8081	6.2517	4.6731	6.3099	7.8022	4.3753	6.8658	4.1635	5.2231	4.4602	5.3789	6.8408	4.6199	4.668	6.3221	6.0278	6.1435	4.2958	7.1903	3.9978	5.25	4.758	4.0896	4.7685	7.5031	4.1056	7.4917	9.4186	4.7655	5.2652	4.5343	9.1125	4.5138	7.2599	7.5815	7.0602	5.4646	7.505	4.7394	4.7502
EA_G__KIAA1467	6.6315	7.5406	6.6624	7.2865	9.3605	5.8311	8.6582	6.745	7.3667	6.7519	7.505	7.9446	7.4237	6.29	6.3595	7.0355	6.5908	7.377	7.3791	6.2821	8.4645	9.6294	9.3226	6.5187	8.4148	6.7367	8.5894	8.7607	6.8448	6.5345	5.8873	6.7214	6.6599	7.8531	6.7002	8.4419	6.5175	8.1267	7.9241	8.2149
EA_G__RARA	7.7415	8.0728	6.8824	7.3062	8.5953	6.4986	8.1003	6.2955	6.8057	6.9795	6.9268	7.7523	6.3667	6.836	6.2488	6.6594	7.1295	7.0633	6.867	6.4577	7.8228	7.5889	7.6497	6.7765	7.4975	6.4896	7.2241	7.3317	7.1561	8.2712	6.7798	6.8118	6.954	7.0002	6.822	7.1679	7.721	10.1923	6.8625	8.0987
EA_G__FBXO32	6.4224	7.6783	8.1937	7.0116	6.2259	4.8769	6.54	7.873	5.993	8.6203	8.3564	6.1378	8.2483	4.2313	6.6466	8.4864	6.8305	7.3539	5.7434	6.2022	4.9185	4.3157	5.8681	5.6122	6.6177	4.7735	5.5186	6.6536	7.4219	8.3307	9.0189	9.1506	7.231	7.0251	8.3507	8.4703	7.8346	7.6307	6.7079	5.3246
EA_G__IFITM1	4.955	6.0176	8.0251	4.2124	8.3903	5.9383	5.4824	9.0056	6.7403	8.4714	4.0937	4.8646	9.3887	6.6329	8.5115	7.7922	6.3744	5.4517	10.7138	7.2294	5.7593	7.4095	8.3769	7.2532	6.8074	4.4739	4.9995	7.2448	4.7663	6.3415	7.0263	9.678	8.2737	6.4552	9.2745	4.3998	7.0862	4.4135	4.1749	4.3142
EA_G__CD58	6.8277	6.9871	9.2583	5.6632	6.0538	7.2021	6.9656	6.9285	6.0743	5.8761	6.1121	6.4586	6.5012	6.6152	7.7048	5.819	7.4036	7.9261	7.5297	6.7504	6.6201	6.8207	6.3345	6.9016	5.5527	7.6471	5.6213	6.7996	4.9268	6.6071	7.1219	7.1185	7.2653	6.5758	7.1223	6.201	6.1213	6.1303	6.1112	6.1329
