Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__CMBL	7.624	6.338	5.6412	9.1109	8.546	6.8474	9.2152	4.834	4.6645	8.4506	8.7606	9.0487	8.3741	8.3704	5.8067	7.0077	4.5286	8.5597	4.5799	4.8784	5.3033	8.8598	9.7006	6.6694	7.0049	7.7211	10.0716	10.0458	8.9201	6.1403	8.2328	4.3995	8.0143	8.3546	7.176	9.2449	7.8362	8.4592	9.1821	7.9908
EA_G__EFEMP1	8.9932	7.9469	4.1539	5.1865	7.8477	9.5279	9.8558	10.6762	4.3132	6.7744	5.8441	8.2369	4.4974	8.7016	8.8237	9.5514	9.4495	10.4554	9.7036	7.9544	6.7067	7.2431	4.2682	10.2084	7.8036	6.9153	6.0749	8.1426	4.4023	9.074	4.0759	10.5316	9.6474	10.1493	7.0303	4.5549	9.4677	7.1217	7.8647	5.6764
EA_G__PIP4K2B	8.56	6.6517	7.5389	10.7053	7.9788	7.6384	8.3879	7.4073	7.827	7.2976	7.0867	7.4723	7.9348	7.6381	7.3297	7.607	7.7597	8.3613	7.1999	7.522	7.3989	7.0576	8.4546	8.182	7.8868	7.8583	8.8026	7.4908	8.1487	6.8937	7.6749	7.2899	7.5845	7.2672	7.0028	7.3472	7.999	10.235	7.6148	7.7658
EA_G__LTBP1	7.3215	9.4148	7.5511	7.1877	7.9194	7.1507	9.0224	6.284	6.5966	7.881	6.9605	5.8608	8.0854	5.1592	4.9346	8.2315	6.9216	6.8268	8.3373	10.4774	8.3129	7.2807	7.7035	8.4819	7.7213	7.6275	7.8692	6.2093	7.0011	9.2556	8.4342	5.7644	5.526	7.272	7.1967	6.9898	8.0786	7.5135	7.5491	7.3847
EA_G__PPP2R2C	7.8327	6.1796	7.3569	7.5506	8.1042	5.4216	7.0691	5.1203	4.6485	4.7309	6.9322	6.837	6.4121	6.8921	6.7967	5.2296	6.7186	5.794	5.0392	4.7801	8.0008	7.1813	7.9936	5.7678	7.178	4.6369	8.7009	6.4914	7.0986	4.9998	6.6378	4.9071	5.0094	4.7937	7.2653	7.4191	6.3323	7.1069	7.6812	8.092
EA_G__C11orf30	9.5224	7.6773	7.4862	8.9987	7.6623	7.6161	7.4197	7.6921	8.6373	7.6463	6.9628	7.9645	8.0066	7.8554	7.1178	8.0799	7.8424	7.8959	7.1154	7.6006	7.8934	7.9539	11.0873	7.2381	8.6453	7.6121	7.5829	7.2737	8.0072	6.8821	6.7023	7.7355	7.5515	6.8319	7.57	9.7154	8.3229	8.1211	7.2045	7.2777
EA_G__PDZK1IP1	11.0506	7.2079	6.184	5.22	5.5838	5.029	5.3972	6.3091	9.5151	5.2526	5.1257	5.2597	7.72	5.4091	8.5957	6.8808	8.9546	4.8002	11.5388	5.0775	6.2896	5.6724	5.2237	5.3698	6.0746	5.2611	5.4061	7.8026	6.3287	6.2941	5.7144	8.9892	5.4013	5.7881	7.7916	5.8293	5.9415	5.6748	5.2567	5.5452
EA_G__GOLM1	10.6542	9.0879	7.7912	5.8713	8.7354	8.8955	8.0444	7.6119	8.1742	7.5186	7.9766	6.1707	9.1269	8.3851	8.6299	10.6549	8.1552	9.0695	8.5263	7.877	7.0272	6.2692	7.8674	8.7262	8.8045	8.571	5.7222	10.3887	5.4803	9.2732	8.3602	8.2085	8.6668	9.3781	9.3115	9.4594	8.5029	10.2388	4.8432	7.7427
EA_G__PCGF2	8.8409	7.037	7.9491	11.0078	8.863	8.1769	8.6192	7.9527	7.6476	7.8942	7.4595	7.7972	7.3997	7.8637	7.7962	8.0271	7.9592	8.735	8.1838	7.8347	8.5073	8.4387	8.4491	7.9718	9.0677	8.3688	9.1782	7.9304	8.7525	7.331	7.8821	7.9346	8.1247	8.1893	7.7973	7.8207	8.8358	10.8027	8.8685	8.5848
EA_G__SNF8	8.3855	7.2629	7.9927	9.9424	8.2756	7.7066	8.5111	8.5891	7.6052	7.6153	9.8547	8.9845	8.009	7.888	7.5924	7.466	8.0427	8.8797	7.1608	8.1036	8.1961	8.3564	8.036	8.2399	7.6711	8.3732	9.2493	7.7645	8.5238	7.2603	8.1667	7.3522	8.3283	7.295	7.0669	8.5089	8.1056	9.1775	8.3836	8.5801
EA_G__DAB2	5.6629	6.0574	6.362	4.4007	3.9271	9.6669	4.0868	7.4827	6.3865	9.0069	10.8663	10.103	5.6433	6.1758	5.0374	4.7337	6.9188	7.4558	7.2915	9.8138	3.729	5.115	4.1987	9.5508	6.6207	7.8924	4.6273	8.6039	4.8335	6.3081	8.1656	5.948	8.5452	6.1107	7.4008	6.5954	4.5375	3.8524	6.5683	3.8021
EA_G__CA12	10.374	7.2275	4.013	8.3578	10.6613	4.4665	10.0681	3.8395	4.2274	6.9445	8.9946	11.4745	4.5173	5.784	5.8456	5.8182	4.881	5.4007	5.0197	7.2481	9.8496	8.5533	10.4266	4.9112	10.2303	6.35	8.8736	9.9468	9.5013	9.0564	7.9017	6.3439	8.7456	9.0545	4.6293	9.4214	10.2797	9.0996	8.3877	8.6511
EA_G__ARSJ	6.7046	4.1618	3.7627	7.2598	4.4582	8.8682	4.1374	6.9042	4.5932	7.8876	5.794	4.076	6.2482	7.0085	6.1297	5.422	6.2652	6.6957	5.9446	7.9663	4.401	4.4831	3.7109	8.3193	6.0887	7.9827	5.8497	5.4783	5.9855	4.3994	6.8218	6.515	7.9454	4.071	6.0963	5.9841	6.0991	4.5306	4.5496	3.8537
EA_G__CNN3	8.4208	5.6037	8.51	7.712	6.7753	9.0177	9.2162	8.9063	8.3886	8.6155	9.2855	7.7128	8.5625	7.7239	9.4372	7.7323	9.3889	9.7847	9.7946	9.0441	4.2049	3.5971	9.1817	9.392	8.0108	9.5909	8.2272	9.1239	9.3042	7.601	9.0462	8.283	8.3459	8.3036	8.8179	8.6341	8.8297	7.4936	8.3843	4.7103
EA_G__MFSD2	7.2966	7.7164	6.0506	8.6138	6.477	6.0257	6.2412	6.2149	8.0212	5.8516	6.1562	5.419	6.3786	7.6426	6.6083	7.0198	6.887	7.071	7.4308	6.0344	5.6524	5.7796	6.8238	6.7033	7.2184	7.8895	5.9641	8.505	8.7674	8.0289	6.471	8.3094	7.1014	10.8495	6.757	7.2966	6.0039	7.0495	5.3309	6.8767
EA_G__ASH2L	8.3695	7.5032	8.8317	8.7541	11.3249	9.0738	9.9881	7.9064	8.8671	8.6079	8.9691	8.9276	9.3402	7.9872	8.3893	8.6524	8.3482	9.6057	7.7414	8.9074	8.2283	8.1755	11.392	9.0545	8.5777	8.812	9.2976	8.2044	8.7109	7.7592	7.9237	8.0788	8.1687	9.0115	8.2323	9.8576	8.6394	8.8618	9.9775	9.9512
EA_G__KLHL2	8.3587	6.0843	6.2619	5.8795	4.8245	5.5681	4.4533	4.8289	5.2569	6.2357	7.2477	5.2499	5.7442	5.9133	7.0091	5.3661	6.0851	5.5678	6.1052	6.2443	5.8969	5.594	4.9807	6.1928	5.1338	7.3609	6.058	6.831	5.1092	5.3609	5.8007	6.5952	6.0257	6.0448	7.0047	7.3673	5.3257	4.8985	5.6249	5.2991
EA_G__ARRDC4	7.4046	6.8863	7.5975	8.4159	7.4155	3.5491	5.5104	3.0726	3.1681	6.3627	7.2012	8.8288	6.7709	7.4121	6.26	7.5604	8.7145	6.251	5.7705	6.0754	7.4979	8.2835	7.3964	6.0863	7.5698	6.4172	9.1734	8.6024	6.9325	6.7306	5.2931	7.6387	6.3655	6.741	8.0912	7.0782	6.2986	8.2375	7.3061	7.4518
EA_G__CX3CL1	4.8992	7.5203	5.2355	8.1937	8.0604	5.3572	4.9287	7.6396	8.1076	8.1127	5.2753	8.3565	6.5916	5.3695	5.828	8.6337	6.9305	7.4107	9.3933	4.8522	5.3672	5.3974	6.5175	5.562	8.1013	5.068	5.56	6.1645	5.6093	8.2584	5.6996	5.5162	5.4522	5.5328	9.1033	5.7656	5.5337	5.1705	5.342	5.4813
EA_G__FAM102B	5.6143	7.6807	5.4958	6.4889	7.0483	6.2611	8.3148	6.6228	4.541	6.1593	8.3918	8.0497	6.9206	5.5418	6.8988	7.4748	7.1613	7.6866	7.3443	6.8907	8.9932	10.8838	8.5057	7.036	6.8071	8.478	7.9942	6.5299	5.8843	7.6278	8.7208	5.7998	5.8155	5.2574	4.5815	5.9812	6.7263	6.6192	6.9419	6.6286
EA_G__RPS6KB1	7.9285	6.8347	6.7477	9.686	7.7783	6.8791	7.8417	7.1181	7.0867	6.566	7.7392	8.4481	7.0803	7.3503	7.0176	7.1259	7.4042	7.96	6.3461	7.2677	10.1584	10.5843	7.5458	8.3166	7.0482	7.3725	9.0959	7.2654	7.6868	6.4024	7.9014	6.8211	7.5454	7.1291	7.0397	6.9892	7.5328	7.5836	7.8682	8.2306
EA_G__PARD6B	6.6898	7.453	8.2745	7.9356	10.2482	5.6462	9.0659	7.4407	7.1044	6.5166	9.1497	8.5948	7.3837	7.5392	7.1739	7.8017	7.1111	5.7964	7.4969	5.8639	9.8281	9.7913	7.6396	5.8916	7.8763	7.6107	7.4723	7.3893	7.1206	7.9257	6.5983	7.1532	6.0187	7.9875	7.3888	7.7564	8.7348	9.9907	7.6213	9.8215
EA_G__TMC5	8.6421	6.9145	6.7603	8.3275	4.9412	4.1477	4.4891	4.8611	5.9953	4.1582	7.3579	4.1254	4.0837	5.6135	6.3803	6.8626	4.5594	4.2029	6.964	4.1799	4.8592	5.0648	4.0745	4.0229	5.5938	4.2583	5.2922	8.1657	6.1833	6.1085	4.3188	5.4765	4.0282	7.1972	7.0375	6.6136	4.9861	5.6506	4.7505	4.2989
EA_G__ARHGAP23	7.2203	6.0053	6.2233	5.8044	6.1833	7.0529	5.4752	6.3843	6.9114	6.3489	5.4214	5.2812	6.1932	8.4672	9.3409	6.4165	6.8485	7.6738	6.8463	7.8115	5.9048	5.7858	5.5407	7.3588	5.8461	8.653	5.7958	5.8236	6.2527	5.9964	6.9923	6.3647	8.3173	6.3409	6.3077	5.9923	7.0707	6.1537	5.8307	5.6982
EA_G__STEAP4	8.7208	8.8261	8.2268	3.6065	3.9258	3.5677	3.5754	4.1022	7.0677	3.6997	6.8604	5.1387	3.3645	3.6121	8.0281	3.9855	4.4083	3.3684	9.233	3.3895	4.1094	4.5633	3.5896	3.4877	7.5717	3.6511	3.6823	8.3019	4.0973	6.8116	4.0102	10.6528	4.3021	3.5768	9.1109	3.8375	5.9035	4.1422	4.1833	4.1754
EA_G__MOSC1	7.2047	7.7244	5.0453	7.4006	7.5815	5.2325	8.0611	5.6455	6.4694	5.3303	7.5824	5.2939	7.148	8.4058	7.6881	7.7554	5.052	5.7615	5.5529	4.618	8.3247	7.9413	6.8259	5.0039	8.2946	7.9699	7.5204	7.4566	7.7944	7.1235	5.1006	9.8581	5.3711	7.2209	7.0558	6.8277	7.5493	8.2886	7.739	7.165
EA_G__GPR177	7.4313	6.5646	4.5545	8.088	5.2854	8.8432	4.465	6.9746	7.7814	7.3153	3.9865	6.8497	7.5306	7.1746	8.6333	8.0881	8.547	8.6787	8.9108	8.8539	4.5316	5.1773	4.3457	8.89	5.7728	8.4612	7.7822	6.3128	6.3973	5.7239	8.5792	7.7636	8.6474	4.7687	7.8318	4.3787	5.5476	5.2176	5.4504	7.1333
EA_G__TLE4	4.0222	3.8544	5.4521	3.904	4.018	8.7904	3.9341	6.1528	6.7137	7.0187	7.207	3.7176	4.7436	5.6386	6.3728	6.085	6.4427	7.5938	6.9186	7.7927	5.4186	4.2411	5.3919	8.2546	6.0291	3.7657	4.0863	3.8625	5.7479	4.681	6.409	6.5703	4.2996	6.8817	5.3884	4.1489	4.2274	3.6597	4.2559	3.9956
EA_G__BRD9	6.5119	7.52	7.5869	7.4878	7.3624	7.3621	7.0962	7.095	7.428	7.8264	7.1382	7.3027	7.2444	7.8455	8.1898	6.93	7.3768	7.8572	8.1182	7.6697	6.6873	7.0869	6.8641	7.8405	6.6992	7.7837	7.2717	7.2449	6.9404	6.834	7.0352	6.7035	8.1623	7.2232	6.3684	6.9256	7.3582	6.6416	6.7132	6.6879
EA_G__APLP1	6.6556	6.7871	7.1358	7.5477	8.5018	8.7495	8.9122	6.9223	6.2862	8.4279	6.6353	7.8881	7.5909	6.545	6.4702	6.2521	7.4983	8.1402	6.7957	8.3393	7.3509	7.0396	10.3161	9.1095	8.4935	6.4126	7.1772	6.2183	7.6014	6.8051	7.6283	6.5227	6.3312	6.2694	6.6896	8.1133	7.4847	8.2639	6.969	7.6054
EA_G__BAG2	3.8525	4.3299	5.1524	3.8546	3.7077	7.7073	3.4446	6.687	6.4005	6.3219	6.2911	4.5582	8.1386	7.9545	7.1173	4.381	6.3286	7.4399	6.2299	7.9982	5.0232	5.4682	4.334	7.5584	3.3871	8.1211	5.4731	4.2242	4.7056	4.5241	8.2828	6.9224	8.5168	5.2833	6.1298	3.6269	5.8246	5.7192	3.7646	3.4296
EA_G__ACSL1	8.4285	9.3878	8.6513	9.8595	7.938	7.0775	9.3158	7.6291	6.6026	8.2128	9.6152	8.8888	7.4057	6.6016	8.5239	8.4505	6.5524	6.2068	9.8073	6.9813	7.6201	5.1828	7.7769	7.2449	9.0405	7.5045	8.814	8.3192	9.1933	8.0645	6.585	9.5051	8.4462	8.6173	9.4908	10.3861	8.6547	8.5527	7.1048	6.8911
EA_G__RECQL5	6.3866	5.9241	6.0982	6.0967	6.7977	6.1105	6.3339	6.1693	5.8448	6.5609	6.5268	6.6407	6.1679	6.2175	6.1243	6.1575	6.5895	6.5771	6.3722	6.0161	6.9088	6.9666	6.0202	6.6794	6.3234	6.0628	7.0021	6.1281	6.3826	6.4489	6.5105	6.0787	5.9867	6.2323	6.493	6.191	6.7539	6.5892	6.812	6.8478
EA_G__PER3	7.2994	4.7587	5.8291	7.3809	7.6406	7.7319	6.9896	7.9503	7.3346	7.0982	8.6199	6.7186	5.7995	7.255	8.6937	7.3702	6.6237	6.7456	8.4856	8.5718	7.2242	6.8376	8.9575	7.7691	6.719	5.287	8.9877	8.1057	8.599	4.8052	7.5518	6.1644	5.4752	7.8532	8.3404	7.448	7.958	5.5944	7.8333	7.3847
EA_G__OGFRL1	7.2907	6.8486	7.834	7.3162	7.3684	9.7312	8.3226	8.0075	6.7988	7.4392	7.7099	6.852	10.0646	6.5605	8.1751	7.2933	9.4914	8.5394	8.5703	6.9298	6.4392	7.7643	5.8689	6.9108	6.5117	9.3618	7.7996	7.9517	7.1129	7.0535	7.7615	8.2585	8.8917	7.1307	6.7379	7.4452	7.4045	6.5472	7.6576	7.6894
EA_G__C16orf45	5.513	6.8769	6.1887	6.0307	5.9063	5.9137	5.1053	5.7484	5.3196	6.2622	6.2757	5.362	5.7197	6.1233	5.5063	6.164	5.3603	7.1987	5.7951	8.7459	5.9573	6.1757	5.5124	7.548	6.6192	6.8892	5.5918	6.0186	6.41	6.7274	7.9713	5.7848	6.6187	5.4728	5.3996	5.9732	5.9187	7.8131	7.9662	6.7192
EA_G__MLPH	9.7749	8.9613	8.6126	9.4537	9.4619	7.2434	8.8593	6.8868	6.8657	5.9652	10.2061	9.2145	6.1493	7.1993	6.1736	9.408	7.7663	8.4935	7.6096	7.3314	9.3005	9.7117	9.0131	8.2664	9.9729	8.0714	10.0726	9.6628	9.7087	9.4819	6.3658	8.0179	6.4396	9.4011	9.1543	9.9994	9.2638	8.9017	10.4752	9.9638
EA_G__NFIA	8.7219	7.9826	8.0354	7.8386	8.0413	4.1739	6.7501	6.6336	5.2372	4.5819	7.9987	6.797	6.7164	6.497	7.8099	8.33	7.7521	3.6404	8.4696	5.6756	6.9786	5.9519	5.0951	4.647	6.5191	6.7285	7.501	8.4243	8.3092	7.9186	7.3501	5.5137	6.8647	8.2188	9.3077	9.5288	8.6585	7.846	7.8989	6.3366
EA_G__LOXL2	5.4783	5.8448	8.0146	5.6278	6.8917	11.5706	5.3784	7.3672	8.3444	9.7971	5.3611	5.5669	7.4703	6.3969	7.012	5.7593	8.9623	8.3503	7.7097	10.4794	7.4047	6.4296	5.5399	10.1895	5.9609	8.8689	5.4797	5.8476	6.3622	6.7527	8.6472	9.8992	9.576	6.1699	6.8763	5.9034	5.8065	6.9555	5.6576	5.5175
EA_G__TAGLN	5.3151	5.7585	6.6645	6.2522	6.0612	10.1516	5.6237	8.347	6.2093	7.2583	5.992	6.5892	7.604	6.2202	8.2394	6.2527	11.083	6.0464	6.9682	10.5177	5.7232	5.9843	5.7482	8.2972	7.7912	7.4628	5.8491	5.4102	6.8033	6.7969	6.952	6.6514	7.6329	6.71	6.3456	5.9289	6.238	6.1344	5.6886	5.5426
EA_G__C10orf116	8.5275	7.8628	6.5106	9.234	8.6953	6.0445	8.8934	8.0972	6.6043	6.3444	10.0804	8.4497	6.3077	9.3566	5.5352	8.2283	6.4519	6.6204	6.9088	6.4827	7.4401	6.8984	8.7283	6.5491	10.0568	6.4931	9.9144	9.1916	6.8429	8.3492	6.279	7.7809	6.2948	6.332	7.8405	9.3617	7.999	8.5228	8.537	9.5151
