Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Response	1	1	-1	-1	1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1
U133A__KRT81	11.938	11.7362	6.076	5.7523	6.3613	6.2318	6.3563	6.465	9.5941	5.9887	6.4382	11.5769	5.8215	9.4778	12.3672	6.2151	9.0579	12.2114	8.9762	6.0823	6.4617	12.3512	6.732	5.9285	6.3727	12.6895	6.72	7.5076	11.152	5.9101	10.4556	5.9877	12.3689	6.5077	6.5763	12.1746	12.8064	5.8807	6.8635	6.1844	6.9041
U133A__RBPMS	8.4422	7.9156	6.0086	7.3213	7.5491	4.6263	6.6453	5.8481	6.3405	4.8493	6.4751	6.9032	4.9182	7.4236	7.5177	5.9548	8.9011	8.4347	5.1093	6.4882	7.4314	6.3886	7.9839	6.0911	6.3852	9.3425	5.4828	6.0819	7.1503	5.089	6.5809	4.624	5.5321	7.1047	6.7866	6.6405	6.643	6.4984	9.0655	6.277	5.9793
U133A__GPRC5A	7.4835	8.1924	10.8478	6.6047	8.4387	6.411	7.0096	7.2709	8.9953	5.7325	6.94	5.5498	8.3772	7.6094	9.252	7.803	9.0365	8.5419	8.7773	9.0299	7.3729	7.7901	8.8337	7.6604	5.9316	9.2595	8.1985	7.3947	8.0719	6.3931	6.2926	5.6671	10.3479	6.9332	9.4321	8.0798	7.8656	6.8201	8.9387	6.3194	6.9714
U133A__IFI35	5.4977	6.6211	6.8837	5.9007	8.0682	6.7676	7.0366	7.7739	6.3878	6.7278	6.8486	7.4278	6.9672	8.0101	6.8443	7.6942	5.418	6.0747	7.3015	7.4774	7.0745	5.9294	6.2196	6.5578	8.5606	5.4165	7.0996	6.7662	6.195	5.2079	5.7756	8.126	6.2137	6.6562	5.3685	7.1166	5.7674	7.0133	6.0084	5.5399	5.1334
U133A__GDPD3	6.5019	10.0153	6.477	6.1503	6.642	5.7463	7.4532	6.1041	6.4548	5.9638	6.4119	6.4377	5.6627	7.0271	6.539	7.1794	7.2005	6.6596	6.229	6.574	5.8339	8.0906	6.7648	6.1995	6	7.6927	6.1031	6.4612	7.043	5.897	8.9869	6.01	6.9427	6.2605	7.4305	6.4492	6.1856	6.1103	6.7211	6.0486	6.5637
U133A__TRIP13	7.745	8.3821	9.099	8.3399	7.2109	8.4946	8.4298	9.1761	8.1542	8.1616	8.0032	8.2922	9.269	8.9522	11.8558	8.2882	8.7189	8.5732	8.6762	9.2749	9.1383	7.9553	7.9682	8.584	8.3787	7.6696	8.1315	7.9447	8.0787	7.9149	8.2085	8.3646	8.3153	9.9502	6.6053	7.1	7.2737	8.9561	7.5954	6.3957	7.9724
U133A__CNN3	6.5662	5.928	7.2837	6.2459	5.2624	7.9772	7.5358	5.2634	7.333	7.2978	5.852	8.5066	5.2216	8.3566	7.6308	7.8934	5.711	7.0815	8.6543	9.1609	8.1059	3.6902	3.6053	8.2442	7.3666	6.0036	9.026	7.1398	7.5905	8.7984	6.3226	7.2367	6.9493	5.7464	5.5974	9.1542	7.5337	7.6915	8.1608	6.8602	3.467
U133A__TP53I3	6.4026	6.6763	8.2514	6.3293	5.9343	7.1322	6.819	8.4069	7.1618	6.3678	6.5144	7.206	6.7321	7.3316	7.6571	8.1537	5.8259	8.1345	6.9746	6.8374	7.2446	6.7114	7.2028	7.7129	7.0884	6.1951	7.7591	7.3	6.3167	7.4749	6.4755	7.6138	7.5304	7.6483	5.9188	5.8959	6.2309	11.9441	6.5465	6.4171	6.7233
U133A__CYFIP2	6.119	7.2214	5.5471	7.2856	7.9177	5.0692	8.2878	5.1518	5.5729	5.7304	7.8867	5.7349	5.1345	5.1257	5.5263	5.2595	7.4708	6.2103	5.5828	4.7354	5.6666	5.6376	6.6199	6.1386	5.2283	7.4	5.4525	6.2671	5.9559	6.8642	6.9614	5.7687	5.5363	5.436	8.0359	5.4743	8.5498	7.3658	8.2599	5.8194	7.1325
U133A__TFF1	12.2913	8.7704	4.8812	12.009	13.0647	4.5823	11.357	4.4645	5.0347	4.9526	12.0586	5.5069	4.6102	4.7953	5.1295	7.7444	6.8636	5.3196	4.6565	4.7428	5.032	12.5113	12.6032	7.2875	4.6427	11.0566	4.7941	12.0723	7.1696	5.6426	6.7433	5.0684	4.859	4.9279	10.1664	4.8671	5.2403	4.7042	12.6332	7.8516	12.1863
U133A__CLNS1A	9.4608	8.6558	8.2594	6.9005	8.581	8.8302	6.9955	8.0207	7.7269	8.5912	8.5311	9.0546	9.5556	8.4244	8.5211	7.4982	8.0984	9.0511	8.2463	8.0085	8.011	8.7419	8.7794	11.0338	8.2217	9.6021	8.4882	7.6112	7.6521	8.5151	8.1378	8.3304	9.2318	9.4287	8.085	8.3387	10.4912	8.8496	8.6699	7.8664	8.2449
U133A__GADD45A	5.3909	6.2445	7.9181	7.5063	5.2446	7.3392	5.1443	8.6309	7.1551	6.8213	5.8339	6.7283	7.7482	8.4893	7.405	6.8995	5.0377	8.008	6.8747	8.2273	9.7214	5.0571	5.8846	7.9334	7.5512	5.2269	6.8579	6.8197	6.6866	6.5109	5.6789	8.471	7.4893	9.3585	5.2882	7.4148	7.1867	5.4167	6.9506	6.5311	5.8262
U133A__SCNN1A	10.6798	10.2873	7.6271	9.5174	6.3736	5.1269	5.7522	6.965	7.855	7.1514	7.5591	5.0831	7.5561	9.5579	6.8491	6.9399	10.2154	8.2008	8.0919	8.4828	5.1176	7.4845	8.3324	6.7783	5.031	9.9974	4.9415	10.249	9.0519	5.2967	8.9389	5.0404	10.1973	6.488	11.1194	9.4423	10.4939	7.683	8.8468	7.9238	7.3972
U133A__SFRP1	5.1117	5.3705	5.8074	5.4813	5.2707	8.5268	5.2428	8.8216	9.9972	5.5535	5.1718	9.5246	5.3062	10.0981	5.6955	5.8066	5.5267	9.5855	5.8497	6.0073	6.2385	5.3056	5.4548	5.5234	8.2226	5.0257	5.1371	5.8117	5.2424	5.5989	5.185	5.4689	9.8611	5.3713	5.4951	5.5905	5.3988	5.3516	5.0277	5.5497	5.2553
U133A__TXNIP	9.0198	6.3159	6.4357	8.3832	9.4834	6.3813	7.8916	8.9429	9.8559	5.7644	9.3606	6.8518	6.1465	7.4178	7.8682	9.5912	9.4289	7.6529	6.0667	7.4504	5.6214	6.9145	7.9565	7.329	6.5723	9.169	6.4066	8.9171	8.1792	7.3859	6.7269	5.781	8.2045	7.9514	10.3303	8.9095	10.2571	7.8199	8.5902	10.4484	6.8079
U133A__XIST	7.4954	9.2012	4.4356	3.8785	7.8339	3.9121	4.3337	4.4232	4.6098	8.5036	7.7232	4.3864	3.9876	4.0078	3.9	7.8932	4.7839	7.027	8.1843	7.4679	4.8628	4.5531	7.1401	7.2642	7.8189	6.8515	4.3492	4.1485	7.8787	6.4632	7.1041	4.9547	3.8857	6.9101	4.1381	3.7305	7.8729	4.508	8.1491	7.1912	4.174
U133A__PLIN2	5.4596	5.5553	6.7467	6.2866	5.6251	7.1913	6.2276	6.8111	6.3505	7.2035	6.5559	6.8593	7.4369	5.9231	7.2854	6.944	4.7903	5.1821	6.5813	8.6822	5.4414	5.7692	5.7808	5.7218	8.9755	6.506	7.4888	4.9391	5.1107	5.3351	5.6025	5.392	7.0003	4.8307	5.2846	6.4068	4.9712	6.5803	5.9229	6.4567	6.1675
U133A__TSPYL5	3.6622	4.0244	6.8694	3.6776	9.022	3.6848	3.8648	5.2233	8.5831	7.8475	10.848	6.2106	7.8231	7.0585	3.8296	3.8136	3.6174	8.1839	8.8496	5.7356	3.7217	9.129	8.4795	3.8889	5.8008	8.0107	3.5589	3.5408	4.4057	3.6938	4.7196	8.2136	6.338	3.9169	8.5555	3.6322	3.9345	3.9492	8.9721	3.3756	3.5561
U133A__SLC11A2	6.2765	8.4125	6.444	6.1866	7.0199	5.4309	5.2961	5.6531	7.6168	5.6974	5.8892	6.523	6.1864	6.8168	5.5577	5.1303	7.3601	7.0242	6.3274	6.5256	5.6932	6.0948	6.3836	5.8358	5.5979	6.536	5.81	6.6095	6.3764	5.7265	6.8441	5.4316	6.4573	6.2816	8.9095	7.8275	7.3783	7.1257	6.0897	6.0705	6.4142
U133A__PHGDH	7.4108	7.1537	10.3442	8.105	6.4854	8.4641	6.9078	8.1949	7.2091	9.3914	8.3536	7.7658	8.2451	8.4218	7.6994	8.82	7.1137	7.4823	8.446	9.7916	7.6953	7.2645	6.7722	5.8624	7.797	6.6487	6.6278	8.0502	7.8655	7.9675	6.7189	9.1647	8.0666	6.5386	9.6919	9.7963	8.2777	7.7695	7.4865	7.2748	7.6427
U133A__PSMB3	9.6802	9.084	9.8988	12.1363	9.6264	9.5618	10.306	9.8656	8.8918	9.2269	9.1014	10.006	10.2436	9.5561	9.7906	11.3566	9.2113	9.923	10.0025	9.3135	9.7381	8.6375	9.5798	9.9499	10.0309	9.6853	10.0956	10.8509	9.7682	9.7899	8.7196	9.5636	9.7851	9.9523	8.3181	8.917	8.9793	10.2048	11.8259	9.0869	9.9681
U133A__ARHGDIB	8.5293	8.1199	5.8842	6.4501	7.2463	4.7304	4.7976	6.2259	5.607	6.4063	8.0311	5.4551	9.4922	9.2045	7.5589	7.8056	10.3184	8.841	4.8659	9.2277	6.0753	4.7729	5.4535	5.0219	5.5393	10.2407	10.0378	9.1753	10.118	6.7721	8.9124	5.2272	8.2832	6.2232	9.5105	9.0231	7.7081	6.377	9.6437	8.9659	6.9107
U133A__TRIM16	6.1574	6.1974	9.2691	5.7526	6.4896	7.8195	6.6675	6.4563	6.8223	7.0869	5.7686	6.3137	9.1814	8.2659	7.3056	7.7113	6.6343	7.8839	7.5431	5.7772	7.4161	6.4079	6.7198	6.2253	7.6578	5.7971	5.9195	7.4512	6.3	8.2898	7.0752	6.5095	7.3537	6.161	7.2962	7.0737	6.0595	6.0184	6.2297	6.5469	6.4635
U133A__RAB6A	8.3478	8.1354	7.602	9.6089	8.5203	8.235	7.0744	6.9855	7.5458	8.9785	9.6511	8.2605	8.7391	8.1772	8.2082	6.8947	9.3203	8.6921	7.8781	8.3045	7.1215	8.4947	8.5233	10.7149	8.1531	8.4794	7.9162	7.769	7.67	7.9761	8.2774	7.0141	8.7486	7.4315	8.176	8.9419	8.722	7.9143	8.5491	7.9982	7.7061
U133A__PTPRU	8.8461	7.7909	5.3599	5.5647	6.1875	5.6295	5.9431	5.8584	6.2068	5.2724	5.8775	7.1523	5.8751	6.4143	6.3077	6.3478	7.2033	6.1426	5.3025	5.9901	5.6516	5.9064	6.0962	5.8296	6.0597	6.9492	5.1764	6.0926	6.86	5.6323	5.9691	5.9083	6.7002	5.6666	7.1784	7.0607	7.8153	6.1712	6.6981	6.3257	6.6313
U133A__LEPREL1	5.2728	5.3422	8.3477	5.4569	5.0282	9.3138	5.5085	8.5248	7.9786	5.848	5.3502	6.5309	7.5076	8.3214	7.2828	5.5782	5.1026	5.8493	7.0181	9.188	7.5821	5.5045	5.6844	5.199	6.6369	4.9666	7.9034	4.9339	4.9033	5.3148	5.5942	6.252	5.3512	7.3962	5.376	5.3514	5.1657	5.3306	5.109	5.1199	4.9922
U133A__STAT1	7.2521	8.0289	8.9076	7.5388	9.9742	8.2815	6.9856	8.2059	7.9112	8.6978	8.049	8.3459	9.0902	10.2397	9.0231	8.1431	6.7996	7.7738	8.9201	9.7459	7.9713	8.0961	8.2953	8.929	8.9037	6.852	8.3	8.2216	7.4767	7.903	7.4653	8.244	7.9746	7.4368	7.4307	9.7004	7.3811	7.3093	7.9471	7.2797	7.4195
U133A__TNFSF10	7.4048	4.6934	4.1345	5.0365	6.1542	4.0584	3.8828	4.1277	6.6466	7.8221	4.4769	3.9907	5.5926	8.5859	4.1981	3.8579	7.3273	7.1749	4.0838	9.3001	4.0692	4.215	4.7545	4.8323	5.926	5.2022	4.1125	6.5527	7.1184	5.5367	4.2591	3.9032	3.8381	4.2542	7.4595	8.7164	7.4724	4.6913	7.1343	4.5162	3.8928
U133A__PSCA	6.6794	6.7882	7.2379	5.2285	4.9533	4.2226	4.8065	4.7535	5.209	4.548	4.64	4.7495	4.3334	5.1205	5.3627	6.3379	7.273	4.5253	4.1651	4.4817	4.9353	4.7136	5.3853	4.4292	4.5383	9.04	4.3378	10.8662	8.2352	4.6424	5.1155	4.7656	4.5504	4.7827	9.1162	7.0019	6.9657	4.3908	5.4954	4.3161	4.4651
U133A__SPHK1	6.5756	6.2039	7.0171	6.0943	6.0422	6.0261	6.3492	6.8063	6.9162	6.4991	6.5431	9.0799	7.0979	6.5235	7.3219	6.5062	6.0867	6.6053	6.6958	7.362	7.0201	7.6825	6.8751	6.2242	8.3971	6.2919	6.1954	8.0365	6.0921	7.3532	6.2097	9.1271	7.5901	6.415	6.2242	6.0159	6.052	6.0584	5.9343	7.0085	7.0155
U133A__S100P	12.2566	12.327	10.5147	11.0487	5.7447	5.0735	7.5039	4.9678	10.9637	4.7325	5.2795	10.1086	6.5254	11.5796	9.9017	7.9231	12.2557	12.0478	7.712	8.9893	5.1897	9.773	9.2327	5.5205	4.7583	11.337	4.7626	9.1549	10.5134	5.0912	11.2303	5.2787	11.5415	5.0971	12.7148	10.8632	12.7788	7.1557	10.2222	9.7332	10.0476
U133A__GALNT6	8.8821	7.3905	8.324	6.7568	9.7521	5.1143	8.8841	5.7714	6.8554	6.1052	8.3463	5.6143	6.7577	6.284	8.1603	7.455	8.2228	6.9834	5.9045	7.5279	5.4304	8.8602	7.768	8.6096	5.6215	8.65	5.8084	8.4236	9.1485	9.1731	8.7939	5.665	7.8211	5.8236	10.0613	8.3165	9.245	7.746	9.7446	7.8728	9.2057
U133A__PRKRIR	9.1253	7.7476	7.8076	9.338	7.918	7.5965	6.9452	6.3444	7.0352	8.6927	8.1006	7.8564	8.7561	7.6003	8.2642	6.9316	8.4684	7.7516	7.5375	8.1211	7.1304	8.2839	7.9468	10.7632	6.8576	8.5159	8.0769	7.458	7.2631	8.25	7.5467	6.8547	8.0119	7.9799	7.1922	7.8581	10.7226	7.8441	7.7156	6.7416	7.6098
U133A__GBE1	5.9443	6.4724	7.7376	6.6096	6.8172	8.3086	5.6093	8.2969	6.3136	6.5675	5.634	6.3318	6.8546	5.9996	6.9661	6.1714	4.7537	6.2946	7.1265	6.681	8.3006	6.7359	6.2895	7.2379	6.9486	5.5154	7.9882	6.2151	4.4946	7.001	6.3652	7.6464	6.7836	8.4375	4.6733	6.5709	5.4259	5.6225	8.2007	7.0307	6.1135
U133A__PPFIBP2	6.7549	6.3345	4.8049	7.4348	6.1149	4.4968	6.0418	5.0472	6.4455	5.3026	5.1869	5.4586	4.7554	5.4037	4.6165	6.349	7.4999	5.2311	4.6232	5.0742	4.2075	5.4242	4.8287	5.6702	4.5175	7.6244	4.6322	6.4314	7.3432	7.8022	6.3835	5.0991	4.7511	4.6531	7.8773	6.6225	6.8047	4.696	7.4245	6.0795	4.9504
U133A__MTUS1	8.1313	8.2705	5.8908	7.106	6.8291	5.1455	6.8015	6.1568	7.0624	5.4657	5.8096	5.252	6.6955	7.581	6.4001	5.4172	7.6864	7.4877	5.5626	7.7194	4.6984	6.658	6.7777	5.5679	6.0087	7.1452	5.2202	6.4472	7.1152	5.1951	6.9902	5.1036	5.8514	5.3492	7.484	8.1098	8.0734	6.0826	8.2206	8.2206	6.8675
U133A__PADI2	9.0532	9.5063	7.2636	8.9317	7.4656	6.5261	6.2835	6.6613	8.362	7.6195	7.363	6.7937	6.3117	8.02	6.7172	9.0101	8.6758	7.7384	7.1875	9.2437	6.653	7.3278	6.7349	7.0423	6.4413	9.6267	6.1664	8.651	9.3973	6.8629	8.3672	6.5707	6.1414	6.3046	9.8863	8.7516	8.5155	6.4094	9.871	8.2785	7.0584
U133A__GPNMB	4.2546	7.6502	5.7521	7.0655	4.8607	3.8119	6.4117	4.7584	9.1158	4.2445	5.08	7.6272	7.535	6.7794	4.756	4.8748	9.7451	6.3955	8.1161	9.7905	7.9799	5.2733	5.2392	3.9271	10.6949	4.7123	4.6317	9.088	4.3906	4.4459	7.6682	9.6168	4.2152	4.2491	4.8244	9.2486	6.6428	5.3744	5.3042	4.8159	4.8741
U133A__C2orf54	7.7605	8.4685	6.5213	6.8355	6.3039	5.7915	6.2505	5.9893	6.405	6.0855	6.3454	6.0255	5.9557	6.8201	6.0669	7.3183	7.6327	6.4253	6.0383	5.8493	5.9139	6.2292	6.1448	6.1992	5.841	7.4306	6.0411	7.0844	6.0172	7.549	8.1948	6.0615	6.1171	6.017	6.361	7.3656	7.5534	5.9837	8.6595	8.4196	6.0049
U133A__VEGFC	4.7486	4.8359	4.6119	5.143	4.9123	6.447	5.4106	6.9266	4.5639	4.5225	4.6426	4.6833	8.0047	4.7197	7.4878	5.1508	4.728	4.5083	4.5668	4.7086	7.9566	5.0759	4.9522	4.8807	6.9223	5.207	6.3583	5.5923	5.7777	6.2535	5.2711	9.0667	9.0267	6.5974	4.8815	5.4211	4.5863	4.7451	4.9287	6.3003	5.0252
U133A__ALDOC	6.5777	8.3205	6.2278	6.6705	8.4622	5.9173	6.748	8.2793	8.3786	7.6054	6.2571	8.268	6.8246	5.9627	7.5516	9.5103	6.3166	7.6059	5.9395	5.9531	6.084	7.2912	7.7475	7.8802	5.3038	6.7481	7.1603	6.11	6.5345	6.1454	8.8374	6.2906	6.7714	6.409	6.929	8.0066	6.3134	7.7955	11.3442	6.2557	6.2591
U133A__PLXND1	8.0278	8.0521	7.2243	6.8569	8.0591	6.1152	6.932	6.9463	6.7389	7.6025	7.7119	7.432	6.9718	7.012	6.7294	7.4985	8.5089	6.3405	7.3005	7.767	7.1712	7.5315	8.1479	7.045	8.3326	9.6295	6.9015	7.1637	6.9815	8.0254	6.8911	7.248	7.013	6.1165	9.3213	7.7929	7.2942	7.5523	8.2313	6.6068	6.7508
U133A__SGK1	4.5039	4.9334	6.1785	4.7827	5.0255	8.6493	4.9394	7.5162	7.9635	4.3632	4.5738	6.4205	8.1867	7.2171	5.7353	4.9836	4.2787	5.4377	7.4515	6.0284	7.7563	5.059	5.5643	4.8025	7.6973	4.6129	7.0334	6.3626	4.4837	4.4109	4.9636	8.6062	6.7889	7.1807	4.5583	5.3698	6.1684	4.7328	5.5696	4.6854	4.8292
U133A__ZNF395	7.4726	6.25	5.5791	7.9846	7.9481	7.4351	6.8778	6.088	6.4956	7.314	5.7144	6.4154	6.2816	6.0554	5.9469	6.9334	7.4823	5.7542	5.4415	6.401	5.4669	6.7954	6.6674	6.5065	6.0353	7.5409	7.4972	6.382	7.082	7.743	5.4936	6.093	6.0597	6.9636	7.2497	6.2001	6.8049	6.9056	9.5092	8.7508	7.2073
U133A__COL1A1	4.8595	4.5017	4.3453	6.7347	4.1388	11.3634	4.9378	10.5243	5.8092	4.8212	5.5465	4.0655	4.7173	4.1605	3.5882	7.048	4.5906	7.139	10.8683	4.5265	10.6014	3.8974	5.0738	5.193	10.155	4.7577	3.982	5.968	4.0965	6.6127	3.9594	11.1959	5.4949	8.7142	5.5253	4.1782	4.3818	5.6643	3.9736	5.6976	5.9443
U133A__ARL4C	5.0372	5.4113	7.4864	6.7865	5.2082	8.6102	5.4432	6.8605	8.2727	5.3763	5.1972	5.7854	6.2923	6.6579	6.6568	5.1034	7.1242	6.4012	8.4927	7.7619	8.1936	5.7452	4.8309	5.8689	8.3712	5.9178	7.2348	6.0425	4.1099	4.347	5.107	9.1009	6.2938	4.6692	5.4439	5.5883	5.766	4.7769	6.1884	6.1871	5.0522
U133A__NDC80	5.5522	5.0453	7.3704	6.0641	4.7678	7.5886	4.8913	6.9694	6.2093	8.2113	4.6458	5.6359	6.8255	7.5058	5.4579	4.6172	4.7843	6.5212	6.879	6.771	7.0702	5.4314	5.1758	5.1286	6.8271	4.2246	7.4584	5.221	4.9644	4.8313	4.8279	6.9992	6.9676	6.0043	3.5759	5.4467	3.7379	5.2985	5.7214	5.8115	6.0871
U133A__GUCY1A3	5.4652	5.9062	5.838	7.1808	5.9138	5.8476	5.8015	5.891	7.6401	8.4253	5.8467	6.0758	6.0679	6.2103	6.7409	6.6746	5.4549	5.8616	5.9645	9.6817	5.9331	5.8029	5.7648	5.9583	7.0617	8.6966	5.7511	7.6344	5.8884	7.9841	5.6766	5.9908	6.2184	5.8468	7.1128	6.5455	5.6473	5.7236	5.8095	6.3131	6.0079
U133A__BET1	6.457	6.8917	6.1	6.4871	6.6266	5.9282	6.3555	6.5993	5.9264	7.1228	5.9494	6.4942	6.1672	6.1476	5.602	5.7067	7.193	6.5846	6.7723	7.2706	6.6186	6.4599	5.748	6.1616	7.2448	6.7981	7.2339	6.0368	6.4559	5.7412	6.4165	6.3714	6.2335	6.4052	6.7489	9.3023	9.1437	6.3116	6.7942	6.0472	6.3389
U133A__LXN	5.1228	7.7661	4.3541	6.8655	5.2664	3.8669	8.0764	5.2302	6.4397	6.0067	5.3534	4.4712	3.7789	9.9807	4.0344	4.36	4.4195	8.408	10.5684	8.7071	3.9819	11.2106	10.4775	4.2656	4.5031	6.9129	6.5438	6.1656	7.5215	4.337	8.1586	5.1333	7.8474	4.4119	4.1029	3.7611	4.0936	4.4462	6.5377	4.2602	4.2287
U133A__SARS	7.7374	8.322	11.1448	8.1394	8.1342	9.4981	9.6965	8.0424	7.7344	7.4681	8.0177	8.2959	8.6775	8.9196	8.2049	8.4746	7.1093	8.7586	9.6745	9.0718	8.3933	8.447	8.5561	8.4441	8.8517	7.1754	9.7475	7.8395	8.1705	8.5303	8.3585	9.224	8.73	8.4421	9.1614	9.4498	8.9271	7.9232	7.8378	7.7401	8.0215
U133A__GSTM2	10.9794	7.6504	7.1981	6.8319	6.943	6.3578	8.1024	6.6401	6.5591	6.5997	6.6241	7.0895	6.9667	6.6804	6.3465	7.7345	6.5662	6.5689	7.7245	7.25	7.8439	6.5391	6.5854	10.8683	6.8	6.7613	7.0935	6.8457	10.5965	7.0559	7.289	6.8966	6.6089	6.7086	6.2411	6.8911	7.4413	7.9582	6.1091	6.8643	6.2927
U133A__KRT5	4.8077	4.8878	9.9667	5.0165	4.7598	5.3606	5.2034	5.1382	9.8089	10.1851	4.7424	5.3075	11.7433	10.7402	5.5063	5.4241	4.9714	8.9525	8.389	12.0252	5.8278	5.7844	5.2101	5.1395	5.0057	5.0121	4.6854	5.0561	5.6323	5.0849	5.3946	5.0225	8.8317	4.8533	4.9464	7.6991	5.2698	4.9329	4.9699	4.9937	4.9555
U133A__CKB	5.3442	7.7875	5.6154	5.4548	7.2727	7.2986	7.9556	6.9587	7.8831	5.951	7.7218	5.4318	7.4084	6.4976	6.0638	8.1013	6.8017	5.8878	6.9659	6.6128	5.5701	5.7784	6.5721	8.3052	7.7159	5.8863	5.9212	7.0171	6.8611	9.5775	7.0333	9.5311	5.9426	5.512	8.4104	7.5521	5.1422	6.9092	7.7166	9.1697	9.3753
U133A__CCND1	9.1764	8.4714	8.2977	8.1237	9.1256	5.4377	8.8941	5.4406	10.0998	7.9929	9.1837	4.3292	8.6063	8.813	10.9904	7.1587	8.1578	6.4037	8.1008	9.0473	8.209	8.2177	9.1804	11.883	6.9939	9.3043	8.8488	8.5351	10.1566	6.4129	7.9009	6.6177	8.3147	8.4694	8.7082	8.6652	8.5885	7.1643	7.8528	8.5427	9.2077
U133A__STK17A	4.9501	5.586	8.279	5.9762	6.0216	6.566	5.4767	6.8878	6.4057	6.6561	5.4821	6.0291	8.4562	5.8604	8.8451	4.2898	5.3348	6.9874	7.7161	7.9924	7.3272	6.1679	5.637	4.929	8.7568	5.3935	7.6759	6.849	5.6005	6.2104	5.4237	7.6464	7.6153	7.0711	5.235	7.7935	5.8133	6.2781	5.7631	5.1737	6.3458
U133A__PHF11	6.8572	6.8199	6.1504	6.1094	7.5155	4.6492	6.1965	5.5944	6.3952	8.6781	5.6711	5.5715	5.9209	6.1798	6.3456	5.9198	6.8223	6.0406	6.8884	8.1456	5.5505	5.9869	6.4986	5.6302	5.53	6.6321	5.6441	6.368	7.2591	5.8747	5.8702	6.4841	6.3897	6.1046	4.2574	7.3746	5.6881	5.8207	8.1203	6.3191	6.1857
U133A__PDGFC	5.5151	4.7072	6.4241	5.306	4.2114	8.5446	4.2682	7.4629	7.5679	8.1244	3.5487	4.7294	7.0604	5.2036	7.8858	6.7858	6.5847	5.6004	6.6393	7.1701	6.9926	4.1352	3.636	4.0802	7.2686	4.8705	9.2966	6.5591	5.3401	5.7983	4.7499	8.8223	6.3115	7.8914	4.062	8.5844	5.1023	5.7918	4.4004	5.4727	5.9931
U133A__SLC7A11	4.2893	4.9085	8.8657	4.8749	4.2309	7.6008	4.0794	5.9768	4.8761	4.5896	3.9585	5.6869	9.4099	5.7783	5.776	4.4735	4.097	5.2914	7.2811	6.0812	8.3411	4.3563	4.5052	5.6895	6.2811	3.7697	9.0367	5.1478	5.4183	4.2368	4.6391	6.1061	5.0838	6.5691	8.3337	7.4302	7.695	4.18	3.9346	4.1598	5.1029
U133A__EIF4EBP1	7.9985	7.814	9.3199	8.056	9.9591	10.0741	9.4622	8.4196	7.6208	7.7225	8.5358	9.1045	8.2318	7.6555	7.9632	8.6916	8.3943	8.1152	8.9644	8.1909	9.1244	7.9051	8.1133	10.8575	9.238	7.6932	8.7352	8.9594	8.0511	8.7799	8.0964	8.4184	8.8576	8.9189	9.8338	8.9039	11.8092	8.4097	8.623	9.4205	8.7757
U133A__MAFB	4.2939	5.2209	6.2054	6.0526	7.1675	4.5699	8.118	4.2814	4.4545	6.0147	5.8886	5.9523	4.6033	8.0513	5.6472	7.7452	5.899	5.4665	8.7595	6.8573	6.4104	4.5053	5.7821	6.9794	6.131	5.4416	4.4014	6.1242	5.0501	8.6345	4.3436	4.4115	6.6507	4.4563	7.0732	7.0174	7.4185	5.1496	5.3409	5.6559	6.4191
U133A__HES1	7.2466	7.8362	6.8655	7.9131	6.4896	5.1651	6.9367	6.6125	7.8518	7.9219	7.5594	6.5368	6.5024	7.6893	6.658	8.8103	9.585	7.7168	6.5411	6.9986	6.0367	6.746	7.2969	6.5532	6.3761	7.2673	5.6609	7.8519	6.9642	6.1492	7.3558	5.9077	7.0221	4.6059	7.9363	7.6559	7.3246	7.1297	6.625	7.1431	5.8228
U133A__CARD10	5.7778	6.6189	6.4732	6.0074	5.6113	7.1832	6.9806	7.1831	5.8013	5.447	5.0291	6.8955	7.94	6.4404	6.6995	4.8749	5.3041	6.1251	5.6387	6.8007	8.2432	6.0254	5.8035	6.6709	6.9111	6.3909	6.3107	6.2227	6.8504	5.0682	5.6466	5.2563	6.1299	5.5845	8.1902	6.3387	5.6863	5.8941	5.8825	5.1234	6.1903
U133A__EPHX1	9.2984	9.4723	9.1923	8.1169	8.3973	7.1109	8.2915	7.3683	7.4411	8.7598	8.4953	9.9386	8.5795	9.9609	8.4863	10.0493	7.8213	8.9538	9.4613	8.7891	7.3381	7.0555	7.8906	8.3233	9.6453	8.6387	6.3209	8.6889	7.9022	8.9822	9.2182	9.6237	8.4249	7.4054	8.0834	11.2866	9.5756	8.2271	7.9728	8.159	7.221
